Sehir,Marka,Seri,Model,Yil,Yakit,Km,Hp,Cc,Fiyat,Sehirici,Sehirdisi,Ortalama,Bagaj
Tokat,Hyundai ,1.4 MPI Elite ,i20 ,2017,Benzin,49500,100,1368,180000,8.5,5.1,6.4,301.0
Denizli,Toyota ,1.5 Fun Special ,Yaris ,2019,Benzin,35000,111,1496,180000,6.0,4.1,4.8,286.0
Istanbul,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,75,136,1598,180000,6.4,4.3,5.1,420.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,28637,90,1461,180250,4.3,3.3,3.7,300.0
Aksaray,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,29000,90,1461,180250,4.3,3.3,3.7,300.0
Istanbul,Opel ,1.4 T Sport ,Astra ,2014,Benzin,36018,140,1364,180250,9.1,5.4,6.8,370.0
Samsun,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,1450,100,999,180499,6.3,4.1,5.0,391.0
Izmir,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,10200,100,999,180500,6.3,4.1,5.0,391.0
Kirklareli,Volkswagen ,1.4 TDI Comfortline ,Polo ,2016,Dizel,50000,90,1422,180500,3.9,3.3,3.5,280.0
Rize,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,40,100,999,180500,6.3,4.1,5.0,391.0
Istanbul,Honda ,1.6i VTEC Eco Premium ,Civic ,2015,Benzin & LPG,47000,125,1598,180500,9.5,5.1,6.7,440.0
Sivas,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,15200,100,1368,180500,8.5,5.1,6.4,301.0
Ankara,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,23400,90,1461,180500,4.3,3.3,3.7,300.0
Kocaeli,Opel ,1.4 T Enjoy Active ,Astra ,2015,Benzin & LPG,25000,140,1364,180500,9.1,5.4,6.8,370.0
Balikesir,Fiat ,1.6 E-Torq Mirror ,Egea ,2019,Benzin,13750,110,1598,180500,8.5,5.0,6.3,520.0
Balikesir,Toyota ,1.6 Advance Skypack ,Auris ,2014,Benzin,45250,132,1598,180500,7.4,4.8,5.7,353.0
Istanbul,Seat ,Style ,Ibiza 1.0 EcoTSI ,2018,Benzin,29500,115,999,180500,5.6,4.2,4.7,355.0
Izmir,Hyundai ,1.4 MPI Elite Smart ,i20 ,2018,Benzin,34000,100,1368,180500,8.5,5.1,6.4,301.0
Istanbul,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,27121,136,1598,180500,6.4,4.3,5.1,420.0
Kocaeli,Peugeot ,Signature ,208 1.2 PureTech ,2019,Benzin,27000,110,1199,185250,5.7,3.8,4.5,285.0
Istanbul,Hyundai ,1.4 MPI Elite ,i20 ,2019,Benzin,5000,100,1368,185250,8.5,5.1,6.4,301.0
Eskisehir,Toyota ,1.6 Advance ,Corolla ,2015,Benzin,37850,132,1598,185250,7.8,5.2,6.1,452.0
Balikesir,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,3,100,999,185250,6.3,4.1,5.0,391.0
Tunceli,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,47150,95,999,185250,5.7,4.0,4.6,351.0
Istanbul,Hyundai ,1.4 MPI Elite Smart ,i20 ,2017,Benzin,17440,100,1368,185400,8.5,5.1,6.4,301.0
Istanbul,Hyundai ,1.4 MPI Elite Smart ,i20 ,2018,Benzin,2250,100,1368,185400,8.5,5.1,6.4,301.0
Samsun,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185444,6.3,4.1,5.0,391.0
Bartin,Toyota ,1.6 Premium ,Auris ,2014,Benzin & LPG,48000,132,1598,185500,7.4,4.8,5.7,353.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,49000,90,1461,185500,4.3,3.3,3.7,300.0
Yalova,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,185500,6.3,4.1,5.0,391.0
Antalya,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185500,6.3,4.1,5.0,391.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,1700,100,1368,185500,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185500,6.3,4.1,5.0,391.0
Amasya,Hyundai ,1.0 T-GDI Style ,i20 ,2018,Benzin,25000,120,998,185500,6.2,4.5,5.1,301.0
Adana,Volkswagen ,1.4 TDI Comfortline ,Polo ,2015,Dizel,38000,90,1422,185500,3.9,3.3,3.5,280.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,185500,6.3,4.1,5.0,391.0
Sakarya,Hyundai ,1.6 D-CVVT Style ,Elantra ,2017,Benzin,44000,128,1591,185500,9.5,5.4,6.9,485.0
Kocaeli,Dacia ,1.5 dCi Stepway Style  ,Sandero ,2018,Dizel,27500,90,1461,185500,3.9,3.8,3.8,320.0
Kocaeli,Skoda ,1.4 TSI RS ,Fabia ,2012,Benzin,47500,180,1390,185500,7.7,5.2,6.2,315.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,40000,90,1461,185500,4.3,3.3,3.7,300.0
Ankara,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,5500,100,999,185500,6.3,4.1,5.0,391.0
Antalya,Volkswagen ,1.2 TSI Comfortline ,Polo ,2017,Benzin,19438,88.0,1300,185500,nan,,,
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,10250,100,999,185500,6.3,4.1,5.0,391.0
Tokat,Hyundai ,1.4 MPI Style  ,i20 ,2017,Benzin,17000,100,1368,185500,8.5,5.1,6.4,301.0
Bursa,Opel ,1.4 Enjoy ,Corsa ,2019,Benzin,8000,90,1398,185500,7.8,4.9,6.0,285.0
Ankara,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,499,100,999,185500,6.3,4.1,5.0,391.0
Istanbul,Suzuki ,1.2 GLX  ,Swift ,2019,Benzin,24500,90,1242,185500,5.9,4.3,4.9,242.0
Istanbul,Toyota ,1.5 Fun Special ,Yaris ,2017,Benzin,7000,111,1496,185500,6.0,4.1,4.8,286.0
Istanbul,Citroen ,Feel ,C3 1.2 PureTech ,2020,Benzin,11000,110,1199,185500,5.7,4.3,4.8,300.0
Istanbul,Opel ,1.4 T Cosmo ,Astra ,2014,Benzin,22750,138.0,1450.5,185500,nan,,,
Istanbul,Opel ,1.4 120.Yil ,Corsa ,2019,Benzin,7561,90,1398,185500,7.8,4.9,6.0,285.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185500,6.3,4.1,5.0,391.0
Istanbul,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,34360,90,1422,185500,3.9,3.3,3.5,280.0
Giresun,Toyota ,1.5 Fun Special ,Yaris ,2020,Benzin,10900,111,1496,185500,6.0,4.1,4.8,286.0
Kirklareli,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,6000,100,999,185500,6.3,4.1,5.0,391.0
Mersin,Toyota ,1.4 D-4D Touch ,Corolla ,2015,Dizel,44400,90,1364,185500,4.9,3.7,4.1,452.0
Trabzon,Volkswagen ,1.2 TSI Comfortline ,Polo ,2016,Benzin,19500,90,1197,185500,5.8,4.1,4.7,280.0
Adana,Hyundai ,1.4 MPI Elite Smart ,i20 ,2017,Benzin & LPG,32000,100,1368,185650,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185750,6.3,4.1,5.0,391.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin & LPG,0,100,999,185750,6.3,4.1,5.0,391.0
Edirne,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,185750,6.3,4.1,5.0,391.0
Samsun,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,13530,130,1332,185750,6.7,4.3,5.2,391.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,185750,6.3,4.1,5.0,391.0
Ankara,Fiat ,1.6 Multijet Lounge Plus ,Egea ,2018,Dizel,29800,120,1598,185750,4.5,3.5,3.9,520.0
Bartin,Skoda ,1.0 GreenTec Style ,Fabia ,2019,Benzin,10132,110,999,185750,5.4,4.1,4.6,305.0
Istanbul,Fiat ,1.6 E-Torq Lounge Plus ,Egea ,2017,Benzin,14500,110,1598,185750,9.2,4.6,6.3,440.0
Mugla,Volkswagen ,1.4 TSI BlueMotion Comfortline ,Jetta ,2017,Benzin,41000,125,1395,185750,6.1,4.3,5.0,510.0
Istanbul,Peugeot ,Signature ,208 1.2 PureTech ,2019,Benzin,15000,110,1199,185750,5.7,3.8,4.5,285.0
Gaziantep,Hyundai ,1.6 GDi Elite ,i30 ,2015,Benzin,35000,135,1591,185750,7.5,4.8,5.8,378.0
Adana,Hyundai ,1.4 MPI Elite ,i20 Active ,2017,Benzin,36000,100,1368,185750,0.9,5.4,6.7,301.0
Manisa,Citroen ,1.6 VTi Feel ,C3 ,2017,Benzin,8050,115,1587,185750,9.2,5.3,6.8,300.0
Bursa,Fiat ,500 1.2 8V Star Dualogic ,500 Ailesi ,2020,Benzin,500,63.0,1300,185750,nan,,,
Antalya,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,185750,6.3,4.1,5.0,391.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,12000,90,1461,185750,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin & LPG,0,100,999,185750,6.3,4.1,5.0,391.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,15000,100,1368,185800,8.5,5.1,6.4,301.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2019,Benzin,2500,140,1364,185900,8.5,5.6,6.7,460.0
Istanbul,Fiat ,1.6 Multijet Easy  ,Egea ,2019,Dizel,18708,120,1598,185900,4.5,3.5,3.9,520.0
Yalova,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,33000,90,1461,185900,4.3,3.3,3.7,300.0
Izmir,Opel ,1.4 T Edition Plus ,Astra ,2019,Benzin,19174,140,1364,185900,8.5,5.6,6.7,460.0
Istanbul,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,38300,136,1598,185900,6.4,4.3,5.1,420.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,0,100,1368,185900,8.5,5.1,6.4,301.0
Izmir,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,19500,90,1461,185900,4.3,3.3,3.7,300.0
Malatya,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,185900,6.3,4.1,5.0,391.0
Konya,Skoda ,1.0 GreenTec Style ,Fabia ,2017,Benzin,18330,110,999,185900,5.4,4.1,4.6,305.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2018,Dizel,37641,90,1461,185900,4.3,3.3,3.7,300.0
Canakkale,Opel ,1.4 120.Yil ,Corsa ,2019,Benzin,40000,90,1398,185917,7.8,4.9,6.0,285.0
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2017,Dizel,23000,90,1364,185950,4.9,3.7,4.1,452.0
Istanbul,Suzuki ,1.2 GLX  ,Swift ,2020,Benzin,6500,90,1242,185950,5.9,4.3,4.9,242.0
Mugla,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,14800,100,999,186000,6.3,4.1,5.0,391.0
Kirikkale,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,32000,100,1368,186000,8.5,5.1,6.4,301.0
Eskisehir,Seat ,Style ,Ibiza 1.0 EcoTSI ,2018,Benzin,31500,115,999,186000,5.6,4.2,4.7,355.0
Antalya,Opel ,1.4 T Design ,Astra ,2019,Benzin,32000,140,1364,186000,8.5,5.6,6.7,460.0
Antalya,Suzuki ,1.2 GLX  ,Swift ,2019,Benzin,6000,90,1242,186000,5.9,4.3,4.9,242.0
Diyarbakir,Opel ,1.4 T Edition Plus ,Astra ,2019,Benzin & LPG,42000,140,1364,186000,8.5,5.6,6.7,460.0
Ankara,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,17500,90,1461,186000,4.3,3.3,3.7,300.0
Istanbul,Citroen ,Feel ,C3 1.2 PureTech ,2020,Benzin,14190,110,1199,186000,5.7,4.3,4.8,300.0
Samsun,Toyota ,1.6 Advance Skypack ,Auris ,2013,Benzin,45000,132,1598,186000,7.4,4.8,5.7,353.0
Istanbul,Citroen ,Shine SX Edition ,C3 1.2 PureTech ,2020,Benzin,12000,110,1199,186000,nan,,,
Afyonkarahisar,Hyundai ,1.6 CRDi Elite ,i30 ,2015,Dizel,49000,136,1582,186000,5.1,4.0,4.4,378.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,186000,6.3,4.1,5.0,391.0
Bolu,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,0,88.0,1300,186000,nan,,,
Istanbul,Toyota ,1.6 Active Skypack ,Auris ,2016,Benzin,49600,132,1598,186000,7.8,5.2,6.1,360.0
Istanbul,Hyundai ,1.6 CRDI Mode Plus ,Accent Blue ,2018,Dizel,47000,136,1582,186000,5.7,4.0,4.6,465.0
Zonguldak,Volkswagen ,1.2 TSI Comfortline ,Polo ,2017,Benzin,16385,90,1197,186000,5.8,4.1,4.7,280.0
Ankara,Volkswagen ,1.0 TSI Comfortline ,Polo ,2017,Benzin,48500,95,999,186000,5.7,4.0,4.6,351.0
Kirsehir,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,35000,90,1461,186000,4.3,3.3,3.7,300.0
Ankara,Citroen ,1.6 e-HDi Confort Plus ,C4 ,2013,Dizel,44000,138.0,1450.5,186000,nan,,,
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,15000,88.0,1300,186000,nan,,,
Antalya,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,45000,90,1461,186000,4.3,3.3,3.7,300.0
Corum,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,13000,100,1368,186000,8.5,5.1,6.4,301.0
Adana,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,7,100,999,186000,6.3,4.1,5.0,391.0
Ankara,Ford ,1.6 Ti-VCT Trend X ,Focus ,2018,Benzin,26000,125,1596,186000,8.7,4.9,6.3,421.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,32000,100,1368,186000,8.5,5.1,6.4,301.0
Adana,Dacia ,0.9 TCe Stepway Easy-R ,Sandero ,2020,Benzin,5400,90,898,186000,5.7,4.7,5.1,320.0
Antalya,Hyundai ,1.4 MPI Elite ,i20 ,2018,Benzin & LPG,40500,100,1368,186000,8.5,5.1,6.4,301.0
Istanbul,Citroen ,Feel ,C3 1.2 PureTech ,2020,Benzin,11160,110,1199,186000,5.7,4.3,4.8,300.0
Istanbul,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,60,95,999,186000,6.1,4.4,5.0,305.0
Tekirdag,Hyundai ,1.4 MPI Elite ,i20 Active ,2017,Benzin,23774,213.0,1450.5,186000,nan,,,
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2019,Benzin,21000,110,1199,186000,6.1,4.2,4.9,300.0
Bursa,Renault ,1.5 dCi SportTourer Icon ,Clio ,2018,Dizel,35000,90,1461,186000,4.3,3.3,3.7,443.0
Ankara,Hyundai ,1.4 MPI Elite Smart ,i20 ,2018,Benzin & LPG,47000,100,1368,186000,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,46000,90,1461,186000,4.3,3.3,3.7,300.0
Mersin,Hyundai ,1.4 MPI Elite Smart ,i20 Active ,2019,Benzin,6000,100,1368,186000,0.9,5.4,6.7,301.0
Ankara,Ford ,1.0 Titanium ,Fiesta ,2017,Benzin,37000,100,998,186000,6.9,4.2,5.2,303.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,14,100,999,185000,6.3,4.1,5.0,391.0
Samsun,Opel ,1.4 T Edition Plus ,Astra ,2019,Benzin & LPG,20500,140,1364,186000,8.5,5.6,6.7,460.0
Trabzon,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,40000,90,1461,185000,4.3,3.3,3.7,300.0
Istanbul,Volkswagen ,1.4 TDI Comfortline ,Polo ,2016,Dizel,49500,90,1422,186000,3.9,3.3,3.5,280.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,44900,88.0,1450.5,186000,nan,,,
Ankara,Citroen ,Feel ,C3 1.2 PureTech ,2020,Benzin,7000,113.0,1300,186000,nan,,,
Istanbul,Toyota ,1.5 Fun Special ,Yaris ,2018,Benzin,18182,111,1496,186000,6.0,4.1,4.8,286.0
Gaziantep,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,6000,100,1368,186000,8.5,5.1,6.4,301.0
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,10000,100,1368,186000,8.5,5.1,6.4,301.0
Gaziantep,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,16250,100,1368,186000,8.5,5.1,6.4,301.0
Adana,Toyota ,1.6 Advance ,Corolla ,2015,Benzin & LPG,35300,132,1598,186000,7.8,5.2,6.1,452.0
Samsun,Seat ,Style ,Ibiza 1.0 EcoTSI ,2018,Benzin,30000,115,999,186000,5.6,4.2,4.7,355.0
Malatya,Toyota ,1.6 Active ,Auris ,2015,Benzin & LPG,46000,132,1598,186000,7.8,5.2,6.1,360.0
Van,Opel ,1.4 T Edition Plus ,Astra ,2017,Benzin & LPG,39000,140,1364,186000,8.5,5.6,6.7,460.0
Karaman,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,140,100,999,186000,6.3,4.1,5.0,391.0
Izmir,Skoda ,1.0 GreenTec Style ,Fabia ,2018,Benzin,34000,110,999,186000,5.4,4.1,4.6,305.0
Siirt,Opel ,1.4 T Edition Plus ,Astra ,2019,Benzin,14500,140,1364,186000,8.5,5.6,6.7,460.0
Canakkale,Fiat ,1.6 E-Torq Mirror ,Egea ,2019,Benzin & LPG,25200,110,1598,186000,8.5,5.0,6.3,520.0
Ankara,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,500,113.0,1300,186000,nan,,,
Kastamonu,Hyundai ,1.4 MPI Elite Smart ,i20 ,2018,Benzin,44500,100,1368,186000,8.5,5.1,6.4,301.0
Izmir,Kia ,1.4 CVVT Elegance Tekno ,Rio ,2020,Benzin,0,100,1368,186000,7.3,5.2,5.9,325.0
Bursa,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,48000,90,1461,186000,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,2500,100,999,186000,6.3,4.1,5.0,391.0
Izmir,Hyundai ,1.4 MPI Active Elite ,i20 ,2018,Benzin & LPG,34000,100,1368,186000,8.5,5.1,6.4,301.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2017,Benzin,37500,95,999,186000,5.7,4.0,4.6,351.0
Adiyaman,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,30000,90,1422,183000,3.9,3.3,3.5,280.0
Diyarbakir,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,4000,100,1368,186000,8.5,5.1,6.4,301.0
Izmir,Hyundai ,1.4 MPI Elite ,i20 ,2018,Benzin,21000,100,1368,186000,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,3000,100,999,186000,6.3,4.1,5.0,391.0
Usak,Volkswagen ,1.4 TDI Comfortline ,Polo ,2016,Dizel,45000,90,1422,186000,3.9,3.3,3.5,280.0
Diyarbakir,Hyundai ,1.4 MPI Style  ,i20 ,2018,Benzin,9550,100,1368,186000,8.5,5.1,6.4,301.0
Ankara,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186000,6.3,4.1,5.0,391.0
Hatay,Honda ,1.6i VTEC Eco Elegance ,Civic ,2012,Benzin,45000,125,1595,186000,9.1,5.4,6.7,389.0
Ankara,Honda ,1.3 Elegance ,Jazz ,2018,Benzin,16500,102,1318,186000,5.5,4.5,4.9,354.0
Zonguldak,Ford ,1.6 Ti-VCT Titanium ,Focus ,2014,Benzin,40694,125,1596,186250,8.1,4.8,6.0,316.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,40000,90,1461,186250,4.3,3.3,3.7,300.0
Sinop,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin & LPG,25000,100,1368,186250,8.5,5.1,6.4,301.0
Istanbul,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,39738,90,1461,186250,4.3,3.3,3.7,300.0
Edirne,Ford ,1.0 Titanium ,Fiesta ,2018,Benzin,22500,88.0,1300,186300,nan,,,
Samsun,Citroen ,Feel Bold ,C3 1.2 PureTech ,2020,Benzin,0,113.0,1300,186500,nan,,,
Istanbul,Seat ,Style ,Ibiza 1.0 EcoTSI ,2018,Benzin,50000,115,999,186500,5.6,4.2,4.7,355.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2018,Benzin,45000,95,999,186500,5.7,4.0,4.6,351.0
Bursa,Hyundai ,1.6 CRDi Style ,i30 ,2015,Dizel,31000,128,1582,186500,7.2,4.5,5.5,378.0
Rize,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Ankara,Renault ,1.5 dCi Joy ,Megane ,2018,Dizel,37000,113.0,1450.5,186500,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,39000,90,1461,186500,4.3,3.3,3.7,300.0
Istanbul,Fiat ,500 1.2 Lounge ,500 Ailesi ,2018,Benzin,5000,69,1242,186500,0.6,4.1,4.8,185.0
Eskisehir,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,50000,90,1461,186500,4.3,3.3,3.7,300.0
Kocaeli,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Istanbul,Toyota ,1.6 Active ,Auris ,2015,Benzin,14000,132,1598,185000,7.8,5.2,6.1,360.0
Izmir,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,27300,90,1461,186500,4.3,3.3,3.7,300.0
Istanbul,Volkswagen ,1.6 TDI BlueMotion Comfortline ,Golf ,2015,Dizel,41300,110,1598,186500,4.4,3.6,3.9,380.0
Mersin,Opel ,1.4 Enjoy ,Corsa ,2018,Benzin & LPG,23000,90,1398,186500,7.8,4.9,6.0,285.0
Istanbul,Skoda ,1.6 CR TDI Elegance ,Rapid ,2015,Dizel,49000,90,1598,186500,5.6,3.9,4.5,530.0
Ankara,Toyota ,1.4 D-4D Advance ,Corolla ,2013,Dizel,39000,90,1364,186500,4.9,3.7,4.1,452.0
Bingol,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Balikesir,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,26300,100,1368,186500,8.5,5.1,6.4,301.0
Istanbul,Fiat ,1.6 Multijet Easy  ,Egea ,2019,Dizel,30900,120,1598,186500,4.5,3.5,3.9,520.0
Izmir,Skoda ,1.2 TSI Style ,Fabia ,2015,Benzin,9800,110,1197,186500,5.8,4.1,4.7,315.0
Antalya,Ford ,1.6 Ti-VCT Trend X ,Focus ,2017,Benzin,15000,125,1596,186500,8.7,4.9,6.3,316.0
Istanbul,Renault ,1.2 Turbo Icon ,Clio ,2019,Benzin,17900,120,1197,186500,6.6,4.4,5.2,300.0
Ankara,Volkswagen ,1.0 TSI Comfortline ,Polo ,2018,Benzin,13500,95,999,186500,5.7,4.0,4.6,351.0
Bursa,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Istanbul,Fiat ,500 1.2 Lounge ,500 Ailesi ,2018,Benzin,15000,69,1242,186500,0.6,4.1,4.8,185.0
Edirne,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,3000,100,999,186500,6.3,4.1,5.0,391.0
Rize,Ford ,1.6 Ti-VCT Trend X ,Focus ,2017,Benzin,38000,125,1596,186500,8.7,4.9,6.3,421.0
Istanbul,Toyota ,1.4 D-4D Advance ,Corolla ,2017,Dizel,48500,90,1364,186500,4.9,3.7,4.1,452.0
Istanbul,Peugeot ,Signature ,208 1.2 PureTech ,2019,Benzin,22000,110,1199,186500,5.7,3.8,4.5,285.0
Kocaeli,Toyota ,1.5 Fun Special ,Yaris ,2019,Benzin,7000,111,1496,186500,6.0,4.1,4.8,286.0
Istanbul,Suzuki ,1.2 GLX  ,Swift ,2020,Benzin,2700,90,1242,186500,5.9,4.3,4.9,242.0
Istanbul,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,2000,100,999,186500,6.3,4.1,5.0,391.0
Kocaeli,Toyota ,1.4 D-4D Touch ,Corolla ,2017,Dizel,35000,90,1364,186500,4.9,3.7,4.1,452.0
Izmir,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,1,100,999,186500,6.3,4.1,5.0,391.0
Eskisehir,Hyundai ,1.4 MPI Elite ,i20 Active ,2018,Benzin,11000,100,1368,186500,0.9,5.4,6.7,301.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,3750,100,999,186500,6.3,4.1,5.0,391.0
Nevsehir,Nissan ,1.0 Platinum ,Micra ,2019,Benzin,2150,100,999,186500,5.6,4.2,4.6,300.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2017,Dizel,26971,90,1461,186500,4.3,3.3,3.7,300.0
Yalova,Renault ,1.5 dCi Touch ,Clio ,2019,Dizel,28773,90,1461,186500,4.3,3.3,3.7,300.0
Canakkale,Hyundai ,1.4 MPI Elite ,i20 Active ,2017,Benzin,34000,100,1368,186500,0.9,5.4,6.7,301.0
Denizli,Volkswagen ,1.0 TSI Comfortline ,Polo ,2017,Benzin,43000,95,999,186500,5.7,4.0,4.6,351.0
Elazig,Hyundai ,1.4 MPI Style  ,i20 ,2019,Benzin,19672,100,1368,186500,8.5,5.1,6.4,301.0
Van,Hyundai ,1.4 MPI Elite Smart ,i20 ,2018,Benzin,34000,100,1368,186500,8.5,5.1,6.4,301.0
Ankara,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Izmir,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,186500,6.3,4.1,5.0,391.0
Balikesir,Kia ,1.4 CVVT Elegance Tekno ,Rio ,2020,Benzin,0,100,1368,186500,7.3,5.2,5.9,325.0
Aksaray,Renault ,1.0 TCe Joy ,Clio ,2020,Benzin,1,100,999,186500,6.3,4.1,5.0,391.0
Kars,Hyundai ,1.4 MPI Elite Smart ,i20 ,2019,Benzin,25500,100,1368,186500,8.5,5.1,6.4,301.0
Konya,Toyota ,1.4 D-4D Advance ,Corolla ,2013,Dizel,46500,90,1364,186500,4.9,3.7,4.1,452.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,39000,88.0,1700.5,182500,nan,,,
Gaziantep,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,9500,100,999,186500,6.3,4.1,5.0,391.0
